ep-829488 FCC(F)(OC(F)(F)F)C(F)(F)F
ep-873232 FCC1OC(F)(F)C2(F)C(F)C12F
ep-873233 FCC1OC(F)(F)C2C(F)(F)C12F
ep-873234 CC1OC(F)(F)C2(F)C(F)(F)C12F
ep-873235 FC(F)(F)C1OC(F)(F)C2(F)CC12
ep-873236 FC1C2C(C(F)(F)F)OC(F)(F)C12
ep-873237 FC(F)C1OC(F)(F)C2(F)C(F)C12
ep-873238 FC(F)C1OC(F)(F)C2C1C2(F)F
ep-873239 FCC1OC(F)(F)C2(F)C1C2(F)F
ep-873240 FC1OC(C(F)(F)F)C2(F)CC12F
ep-873241 FC1OC(C(F)(F)F)C2(F)C(F)C12
ep-873242 FC(F)C1OC(F)C2(F)C(F)C12F
ep-873243 FC(F)C1OC(F)C2C(F)(F)C12F
ep-873244 FCC1OC(F)C2(F)C(F)(F)C12F
ep-873245 FC1OC(C(F)(F)F)C2C(F)C12F
ep-873246 FC1OC(C(F)(F)F)C2C1C2(F)F
ep-873247 FC(F)C1OC(F)C2(F)C1C2(F)F
ep-873248 FC1C2(F)COC(C(F)(F)F)C12F
ep-873249 FC(F)(F)C1OCC2C(F)(F)C12F
ep-873250 FC(F)C1OCC2(F)C(F)(F)C12F
ep-873251 FC(F)(F)C1OCC2(F)C1C2(F)F
ep-873252 FC1C2=CC(F)(F)OC1(F)C2(F)F
ep-873253 FC1=C2CC(F)(OC1(F)F)C2(F)F
ep-873254 FC1=C2C(F)C(F)(OC1(F)F)C2F
ep-873255 FC1C=C2C(F)(F)C(F)(O1)C2(F)F
ep-873256 FC1=C2C(F)C(F)(OC1F)C2(F)F
ep-873257 FC1=C2C(F)(F)C(F)(OC1)C2(F)F
ep-873258 FC1(F)C=C2C(F)(F)C(O1)C2(F)F
ep-873259 FC1=C2C(F)C(OC1(F)F)C2(F)F
ep-873260 FC1=C2C(F)(F)C(OC1F)C2(F)F
ep-873269 FC1(F)CC2(O1)C(F)(F)OC2(F)F
ep-873270 FC1OC(F)(F)C12OC(F)(F)C2F
ep-873271 FC1(F)OC2(COC2(F)F)C1(F)F
ep-873272 FC1OC(F)C12OC(F)(F)C2(F)F
ep-873273 FC1OC2(C1F)C(F)(F)OC2(F)F
ep-873274 FC1OC2(C(F)OC2(F)F)C1(F)F
ep-873275 FC1(F)COC12C(F)(F)OC2(F)F
ep-873280 CC12OC(F)(F)C1(C(F)F)C2(F)F
ep-873281 FCC12OC(F)(F)C1(CF)C2(F)F
ep-873282 CC12C(F)(F)OC1(C(F)F)C2(F)F
ep-873283 CC12OC(F)C1(C(F)(F)F)C2(F)F
ep-873284 FCC12OC(F)C1(C(F)F)C2(F)F
ep-873285 FCC12C(F)OC1(C(F)F)C2(F)F
ep-873286 CC12C(F)OC1(C(F)(F)F)C2(F)F
ep-873287 FCC12OCC1(C(F)(F)F)C2(F)F
ep-873288 FC(F)C12COC1(C(F)F)C2(F)F
ep-873289 FCC12COC1(C(F)(F)F)C2(F)F
ep-873290 CC12OC(F)(F)C1(C(F)(F)F)C2F
ep-873291 FCC12OC(F)(F)C1(C(F)F)C2F
ep-873292 FCC12C(F)C1(C(F)F)OC2(F)F
ep-873293 CC12C(F)C1(C(F)(F)F)OC2(F)F
ep-873294 FCC12OC(F)C1(C(F)(F)F)C2F
ep-873295 FC(F)C12OC(F)C1(C(F)F)C2F
ep-873296 FCC12C(F)OC1(C(F)(F)F)C2F
ep-873297 FC(F)C12OCC1(C(F)(F)F)C2F
ep-873298 FC(F)C12COC1(C(F)(F)F)C2F
ep-873299 FCC12CC1(C(F)(F)F)C(F)(F)O2
ep-873300 FC(F)C12CC1(C(F)F)C(F)(F)O2
ep-873301 FCC12CC1(C(F)(F)F)OC2(F)F
ep-873302 FC(F)C12CC1(C(F)(F)F)C(F)O2
ep-873303 FC(F)C12CC1(C(F)(F)F)OC2F
ep-873304 FC(F)(F)C12COC1(C(F)(F)F)C2
ep-873305 FCC1(C(F)(F)F)C2(F)COC21F
ep-873306 CC1(C(F)(F)F)C2(F)OC(F)C21F
ep-873307 FC(F)C1(C(F)F)C2(F)COC21F
ep-873308 FCC1(C(F)F)C2(F)OC(F)C21F
ep-873309 CC1(C(F)F)C2(F)OC(F)(F)C21F
ep-873310 FCC1(CF)C2(F)OC(F)(F)C12F
ep-873311 FC(F)C1(C(F)(F)F)C2COC21F
ep-873312 FCC1(C(F)(F)F)C2C(F)OC21F
ep-873313 CC1(C(F)(F)F)C2C(F)(F)OC21F
ep-873314 FC1OC2(F)C1C2(C(F)F)C(F)F
ep-873315 FCC1(C(F)F)C2C(F)(F)OC21F
ep-873316 FC(F)C1(C(F)(F)F)C2OCC21F
ep-873317 FCC1(C(F)(F)F)C2OC(F)C21F
ep-873318 CC1(C(F)(F)F)C2OC(F)(F)C21F
ep-873319 FC1OC2C1(F)C2(C(F)F)C(F)F
ep-873320 FCC1(C(F)F)C2OC(F)(F)C21F
ep-873321 FC(F)(F)C1(C(F)(F)F)C2COC21
ep-873322 FC1OC2C1C2(C(F)F)C(F)(F)F
ep-873323 FCC1(C(F)(F)F)C2OC(F)(F)C21
ep-873324 FC(F)C1(C(F)F)C2OC(F)(F)C21
ep-873374 FC1(F)CC(F)(F)C12COC2(F)F
ep-873375 FC1CC(F)(F)C12C(F)OC2(F)F
ep-873376 FC1C(F)C2(COC2(F)F)C1(F)F
ep-873377 FC1(F)CCC12C(F)(F)OC2(F)F
ep-873378 FC1CC2(C(F)OC2(F)F)C1(F)F
ep-873379 FC1(F)CC2(COC2(F)F)C1(F)F
ep-873380 FC1CC(F)C12C(F)(F)OC2(F)F
ep-873381 FC1C(F)C2(C(F)OC2(F)F)C1F
ep-873382 FC1C(F)(F)C(F)C12COC2(F)F
ep-873383 FC1CC2(C1F)C(F)(F)OC2(F)F
ep-873384 FC1OC(F)(F)C12CC(F)(F)C2F
ep-873385 FC1(F)CC2(C1)C(F)(F)OC2(F)F
ep-873386 FC1OC(F)C12C(F)(F)CC2(F)F
ep-873387 FC1C(F)(F)C2(COC2F)C1(F)F
ep-873388 FC1C(F)C2(C(F)OC2F)C1(F)F
ep-873389 FC1OCC12C(F)C(F)(F)C2(F)F
ep-873390 FC1OC(F)C12CC(F)(F)C2(F)F
ep-873391 FC1OC(F)C12C(F)C(F)(F)C2F
ep-873392 FC1(F)C(F)(F)C2(COC2)C1(F)F
ep-873400 FC1=COC(F)(F)C12C(F)C2(F)F
ep-873401 FC1=C(F)C2(CC2(F)F)C(F)(F)O1
ep-873402 FC1=C(F)C2(C(F)C2F)C(F)(F)O1
ep-873403 FC1(F)OC=CC12C(F)(F)C2(F)F
ep-873404 FC1=CC2(C(F)C2(F)F)C(F)(F)O1
ep-873405 FC1=COC(F)C12C(F)(F)C2(F)F
ep-873406 FC1=C(F)C2(C(F)O1)C(F)C2(F)F
ep-873407 FC1=CC2(C(F)O1)C(F)(F)C2(F)F
ep-873408 FC1=C(F)C2(CO1)C(F)(F)C2(F)F
ep-873409 FC1(F)OC#CC12C(F)(F)C2(F)F
ep-873413 FCOC12C(F)(F)OC1(F)C2(F)F
ep-873414 FC(F)OC12C(F)C1(F)OC2(F)F
ep-873415 FC(F)(F)OC12CC1(F)OC2(F)F
ep-873416 FC(F)OC12C(OC1(F)F)C2(F)F
ep-873417 FC1C2OC(F)(F)C12OC(F)(F)F
ep-873418 FC(F)OC12C(F)OC1(F)C2(F)F
ep-873419 FC1OC2(F)C(F)C12OC(F)(F)F
ep-873420 FC1OC2C(F)(F)C12OC(F)(F)F
ep-873421 FC(F)(F)OC12COC1(F)C2(F)F
ep-873451 FC=C1OC(F)(F)C2(F)C1C2(F)F
ep-873452 C=C1OC(F)(F)C2(F)C(F)(F)C12F
ep-873453 FC(F)=C1OC(F)(F)C2(F)C(F)C12
ep-873454 FC=C1OC(F)(F)C2(F)C(F)C12F
ep-873455 FC(F)=C1OC(F)(F)C2(F)CC12F
ep-873456 FC(F)=C1OC(F)(F)C2C1C2(F)F
ep-873457 FC=C1OC(F)(F)C2C(F)(F)C12F
ep-873458 FC(F)=C1OC(F)(F)C2C(F)C12F
ep-873459 FC(F)=C1OC(F)C2(F)C1C2(F)F
ep-873460 FC=C1OC(F)C2(F)C(F)(F)C12F
ep-873461 FC(F)=C1OC(F)C2(F)C(F)C12F
ep-873462 FC(F)=C1OC(F)C2C(F)(F)C12F
ep-873463 FC(F)=C1OCC2(F)C(F)(F)C12F
ep-873464 FC1=C2OC(F)(O2)C1(F)C(F)(F)F
ep-873465 FC1=C2OC(F)(F)C1(F)C(F)(F)O2
ep-873466 FC(F)=C1OC1(F)C1(F)CC1(F)F
ep-873467 FC=C1OC1(F)C1(F)C(F)C1(F)F
ep-873468 C=C1OC1(F)C1(F)C(F)(F)C1(F)F
ep-873469 FC(F)=C1OC1(F)C1(F)C(F)C1F
ep-873470 FC(F)=C1OC1(F)C1C(F)C1(F)F
ep-873471 FC=C1OC1(F)C1C(F)(F)C1(F)F
ep-873472 FC(F)=C1OC1C1(F)C(F)C1(F)F
ep-873473 FC=C1OC1C1(F)C(F)(F)C1(F)F
ep-873474 FC(F)=C1OC1C1C(F)(F)C1(F)F
ep-873475 FC1=C2OC2(F)C(C(F)(F)F)=C1F
ep-873476 FC(F)=C1OC2(F)OC(F)(F)C12F
ep-873477 FC1=C(F)C2(F)C(F)(F)OC2(F)O1
ep-873478 FC1=C(F)C(F)(F)C2(F)OC2=C1F
ep-873479 FC1=C(F)C2(F)OC(F)(F)C1=C2F
ep-873480 FC1(F)CC1=C1C(F)(F)OC1(F)F
ep-873481 FC1C(=C2C(F)(F)OC2(F)F)C1F
ep-873482 FC1OC(F)(F)C1=C1C(F)C1(F)F
ep-873483 FC1(F)OCC1=C1C(F)(F)C1(F)F
ep-873484 FC1OC(F)C1=C1C(F)(F)C1(F)F
ep-873488 FC1(F)C#CC(F)(F)C12OC2(F)F
ep-873489 FC(F)(F)C12C#CC(F)(F)C1(F)O2
ep-873490 FC1=C2OC(F)(OC1(F)F)C2(F)F
ep-873491 FC1(F)CC2(O1)OC(F)(F)C2(F)F
ep-873492 FC1C(F)(F)OC12OC(F)(F)C2F
ep-873493 FC1OC2(OC(F)(F)C2(F)F)C1F
ep-873494 FC1OC2(OC(F)(F)C2F)C1(F)F
ep-873495 FC1(F)COC12OC(F)(F)C2(F)F
ep-873496 FC1OC2(OC(F)C2(F)F)C1(F)F
ep-873497 FC(F)(F)C1=C2OC(F)(O1)C2(F)F
ep-873498 FC1(F)OC2(F)CC(F)(F)C2(F)O1
ep-873499 FC1C(F)C2(F)OC(F)(F)OC12F
ep-873500 FC1C2OC(F)(F)OC2(F)C1(F)F
ep-873501 FC1C(F)(F)C2OC(F)(F)OC12F
ep-873502 FC1(F)OC2C(O1)C(F)(F)C2(F)F
ep-873503 FC1OC2(F)C(F)C(F)(F)C2(F)O1
ep-873504 FC1OC2C(F)(F)C(F)(F)C2(F)O1
ep-873505 FC1(F)C(F)(F)C2(F)OCOC12F
ep-873506 FC(F)(F)OC12OC(F)(F)C1(F)O2
ep-873507 FC1(F)OC(F)(F)C2(F)OC2(F)O1
ep-873508 FC(F)(F)OC1(F)CC2(F)OC12F
ep-873509 FC(F)OC1(F)C(F)C2(F)OC12F
ep-873510 FCOC1(F)C(F)(F)C2(F)OC12F
ep-873511 FC1C(OC(F)(F)F)C2(F)OC12F
ep-873512 FC(F)OC1C(F)(F)C2(F)OC12F
ep-873513 FC1C2OC2(F)C1(F)OC(F)(F)F
ep-873514 FC(F)OC1(F)C(F)(F)C2OC21F
ep-873515 FC(F)(F)OC1C(F)(F)C2OC12F
ep-873516 FC1C2(F)OC2C1(F)OC(F)(F)F
ep-873517 FC(F)OC1(F)C2OC2(F)C1(F)F
ep-873518 FC(F)(F)OC1C2OC2(F)C1(F)F
ep-873519 FC(F)(F)OC1(F)C2OC2C1(F)F
ep-873520 FC(F)(F)OC(F)(F)C12OC1(F)O2
ep-873521 FC(F)(F)OC1(F)OC2(F)OC12F
ep-873522 FCC12OC(F)(F)C1(F)C2=C(F)F
ep-873523 FC(F)=C1C2C(F)(F)OC12C(F)F
ep-873524 FC=C1C2(C(F)F)OC(F)(F)C12F
ep-873525 FC=C1C2C(F)(F)OC12C(F)(F)F
ep-873526 C=C1C2(F)C(F)(F)OC12C(F)(F)F
ep-873527 FC(F)=C1C2(F)C(F)OC12C(F)F
ep-873528 FC(F)=C1C2C(F)OC12C(F)(F)F
ep-873529 FC=C1C2(F)C(F)OC12C(F)(F)F
ep-873530 FC(F)=C1C2(F)COC12C(F)(F)F
ep-873535 FC(F)(F)C12OC(F)(F)C(F)(O1)O2
ep-873536 FC1(F)OC2(O1)OC(F)(F)C2(F)F
ep-873537 FC1(F)OC2(F)OC(F)(O1)C2(F)F
ep-873538 FC1(F)OC1(F)OC1(F)OC1(F)F
ep-873539 FC(F)(F)C1(F)OC2(F)OC2(F)O1
ep-873540 FC12OC(F)(O1)C(F)(C(F)(F)F)O2
ep-873541 FC12OC(F)(F)C(F)(F)C(F)(O1)O2
ep-873542 FCC12OC(F)(F)OC1(F)C2(F)F
ep-873543 FC(F)C12OC(F)(F)OC1(F)C2F
ep-873544 FC1(F)OC2(F)CC2(C(F)(F)F)O1
ep-873545 FC(F)C12OC(F)(F)OC1C2(F)F
ep-873546 FC1C2OC(F)(F)OC12C(F)(F)F
ep-873547 FC1OC2(F)C(F)(F)C2(C(F)F)O1
ep-873548 FC1OC2(F)C(F)C2(C(F)(F)F)O1
ep-873549 FC1OC2C(F)(F)C2(C(F)(F)F)O1
ep-873550 FC(F)(F)C12OCOC1(F)C2(F)F
ep-873551 FC12OC(F)(F)C(C(F)(F)F)(O1)O2
ep-873552 FC1(F)OC2(F)OC2(C(F)(F)F)O1
ep-873553 FC1(F)OC(F)(F)C2(O1)OC2(F)F
ep-873554 FCC1(F)C2(F)OC(F)(F)OC12F
ep-873555 FC(F)C1(F)C2OC(F)(F)OC21F
ep-873556 FC(F)C1C2(F)OC(F)(F)OC12F
ep-873557 FC1(F)OC2C(C(F)(F)F)C2(F)O1
ep-873558 FC1OC2(F)C(F)(O1)C2(F)C(F)F
ep-873559 FC1OC2C(F)(O1)C2(F)C(F)(F)F
ep-873560 FC1OC2(F)C(C(F)(F)F)C2(F)O1
ep-873561 FC(F)(F)C1(F)C2(F)OCOC21F
ep-873562 FC1(F)OC2C(O1)C2(F)C(F)(F)F
ep-873563 FC1C2OC(F)(F)OC1(F)C2(F)F
ep-873564 FC1(F)OC2(F)CC(F)(O1)C2(F)F
ep-873565 FC1C2(F)OC(F)(F)OC1(F)C2F
ep-873566 FC1OC2C(F)(F)C(F)(O1)C2(F)F
ep-873567 FC1OC2(F)C(F)C(F)(O1)C2(F)F
ep-873568 FC1(F)C2(F)OCOC1(F)C2(F)F
ep-873569 FC1(F)OC2C(F)(F)C(O1)C2(F)F
ep-873570 FC1(F)OC2(O1)C(F)(F)OC2(F)F
ep-873571 FC1(F)OC2(F)OC(F)(F)C2(F)O1
ep-873572 FC12OC(F)(F)C(F)(O1)C(F)(F)O2
ep-873573 FC1(F)OC2(OC1(F)F)OC2(F)F
ep-873574 FC1(F)OC(F)(F)C2(F)OC1(F)O2
ep-873575 FC(F)(F)C12OCC1(F)C(F)(F)O2
ep-873576 FC1OC2(C(F)(F)F)OC(F)(F)C12
ep-873577 FC(F)C12OC(F)C1(F)C(F)(F)O2
ep-873578 FC(F)C12OC(F)(F)C1C(F)(F)O2
ep-873579 FCC12OC(F)(F)C1(F)C(F)(F)O2
ep-873580 FC1OC2(C(F)(F)F)OC(F)C12F
ep-873581 FC(=C1C(F)(F)C1(F)F)C1(F)CO1
ep-873582 FC(=C1C(F)C1(F)F)C1(F)OC1F
ep-873583 FC(=C1CC1(F)F)C1(F)OC1(F)F
ep-873584 FC(=C1C(F)C1F)C1(F)OC1(F)F
ep-873585 FC1OC1(F)C=C1C(F)(F)C1(F)F
ep-873586 FC1C(=CC2(F)OC2(F)F)C1(F)F
ep-873587 FC(=C1C(F)(F)C1(F)F)C1OC1F
ep-873588 FC(=C1C(F)C1(F)F)C1OC1(F)F
ep-873589 FC1(F)OC1C=C1C(F)(F)C1(F)F
ep-873590 FC1=C(F)C2(OC2(F)F)C(F)=C1F
ep-873603 FC1(C(F)(F)C2(F)OC2(F)F)CC1
ep-873604 FC1CC1C(F)(F)C1(F)OC1(F)F
ep-873605 FC1CC1(F)C(F)C1(F)OC1(F)F
ep-873606 FC(C1CC1(F)F)C1(F)OC1(F)F
ep-873607 FC1C(F)C1C(F)C1(F)OC1(F)F
ep-873608 FC1(F)CC1(F)CC1(F)OC1(F)F
ep-873609 FC1C(F)C1(F)CC1(F)OC1(F)F
ep-873610 FC1C(CC2(F)OC2(F)F)C1(F)F
ep-873611 FC1CC1(F)C(F)(F)C1(F)OC1F
ep-873612 FC1OC1(F)C(F)(F)C1CC1(F)F
ep-873613 FC1C(F)C1C(F)(F)C1(F)OC1F
ep-873614 FC1OC1(F)C(F)C1(F)CC1(F)F
ep-873615 FC1OC1(F)C(F)C1(F)C(F)C1F
ep-873616 FC1C(C(F)C2(F)OC2F)C1(F)F
ep-873617 FC1OC1(F)CC1(F)C(F)C1(F)F
ep-873618 FC1OC1(F)CC1C(F)(F)C1(F)F
ep-873619 FC1(F)CC1(F)C(F)(F)C1(F)CO1
ep-873620 FC1C(F)C1(F)C(F)(F)C1(F)CO1
ep-873621 FC1C(C(F)(F)C2(F)CO2)C1(F)F
ep-873622 FC(C1(F)CO1)C1(F)C(F)C1(F)F
ep-873623 FC(C1C(F)(F)C1(F)F)C1(F)CO1
ep-873624 FC1(CC2(F)C(F)(F)C2(F)F)CO1
ep-873625 FC1CC1(F)C(F)(F)C1OC1(F)F
ep-873626 FC1(F)CC1C(F)(F)C1OC1(F)F
ep-873627 FC1C(F)C1C(F)(F)C1OC1(F)F
ep-873628 FC(C1OC1(F)F)C1(F)CC1(F)F
ep-873629 FC(C1OC1(F)F)C1(F)C(F)C1F
ep-873630 FC(C1OC1(F)F)C1C(F)C1(F)F
ep-873631 FC1C(F)(F)C1(F)CC1OC1(F)F
ep-873632 FC1(F)OC1CC1C(F)(F)C1(F)F
ep-873633 FC1OC1C(F)(F)C1(F)CC1(F)F
ep-873634 FC1OC1C(F)(F)C1(F)C(F)C1F
ep-873635 FC1OC1C(F)(F)C1C(F)C1(F)F
ep-873636 FC1OC1C(F)C1(F)C(F)C1(F)F
ep-873637 FC1OC1C(F)C1C(F)(F)C1(F)F
ep-873638 FC1OC1CC1(F)C(F)(F)C1(F)F
ep-873639 FC1C(F)(F)C1(F)C(F)(F)C1CO1
ep-873640 FC(F)(C1CO1)C1C(F)(F)C1(F)F
ep-873641 FC(C1CO1)C1(F)C(F)(F)C1(F)F
ep-873642 FC1(C2(F)C(F)(F)OC2(F)F)CC1
ep-873643 FC1CC1C1(F)C(F)(F)OC1(F)F
ep-873644 FC1CC1(F)C1C(F)(F)OC1(F)F
ep-873645 FC1(F)CC1C1C(F)(F)OC1(F)F
ep-873646 FC1C(F)C1C1C(F)(F)OC1(F)F
ep-873647 FC1CC1(F)C1(F)C(F)OC1(F)F
ep-873648 FC1OC(F)(F)C1(F)C1CC1(F)F
ep-873649 FC1C(F)C1C1(F)C(F)OC1(F)F
ep-873650 FC1OC(F)(F)C1C1(F)CC1(F)F
ep-873651 FC1OC(F)(F)C1C1(F)C(F)C1F
ep-873652 FC1OC(F)(F)C1C1C(F)C1(F)F
ep-873653 FC1(F)CC1(F)C1(F)COC1(F)F
ep-873654 FC1C(F)C1(F)C1(F)COC1(F)F
ep-873655 FC1C(C2(F)COC2(F)F)C1(F)F
ep-873656 FC1C(F)(F)C1(F)C1COC1(F)F
ep-873657 FC1(F)OCC1C1C(F)(F)C1(F)F
ep-873658 FC1OC(F)C1(F)C1(F)CC1(F)F
ep-873659 FC1OC(F)C1(F)C1(F)C(F)C1F
ep-873660 FC1C(C2(F)C(F)OC2F)C1(F)F
ep-873661 FC1OC(F)C1C1(F)C(F)C1(F)F
ep-873662 FC1OC(F)C1C1C(F)(F)C1(F)F
ep-873663 FC1OCC1(F)C1(F)C(F)C1(F)F
ep-873664 FC1OCC1(F)C1C(F)(F)C1(F)F
ep-873665 FC1OCC1C1(F)C(F)(F)C1(F)F
ep-873666 FC1(C2(F)C(F)(F)C2(F)F)COC1
ep-873667 FC1(F)OC1(F)C(F)(F)C1(F)CO1
ep-873668 FC1OC1C(F)(F)C1(F)OC1(F)F
ep-873669 FC1OC1(F)C(F)C1(F)OC1(F)F
ep-873670 FC(C1OC1(F)F)C1(F)OC1(F)F
ep-873671 FC1(F)OC1(F)CC1(F)OC1(F)F
ep-873672 FC1OC1(F)C(F)(F)C1(F)OC1F
ep-873673 FC1OC1(F)C(F)(F)C1OC1(F)F
ep-873674 FC1(F)OC1C(F)(F)C1OC1(F)F
ep-873675 FC1(F)OC(F)(F)C1(F)C1(F)CO1
ep-873676 FC1OC1C1(F)C(F)(F)OC1(F)F
ep-873677 FC1OC1(F)C1C(F)(F)OC1(F)F
ep-873678 FC1(F)OC1C1C(F)(F)OC1(F)F
ep-873679 FC1OC1(F)C1(F)C(F)OC1(F)F
ep-873680 FC1OC(F)(F)C1(F)C1OC1(F)F
ep-873681 FC1OC(F)(F)C1C1(F)OC1(F)F
ep-873682 FC1(F)OCC1(F)C1(F)OC1(F)F
ep-873683 FC1OC(F)C1(F)C1(F)OC1(F)F
ep-873684 FC1(F)OC(F)(C2(F)OC2(F)F)O1
ep-873744 FC1(F)OC2(F)OC2(F)OC1(F)F
ep-873745 FC1(F)OC2(F)OC1(F)OC2(F)F
ep-873746 FCC1(C2(F)OC2(F)F)OC1(F)F
ep-873747 FC1OC1(F)C1(C(F)F)OC1(F)F
ep-873748 FC(F)(F)C1(C2(F)CO2)OC1(F)F
ep-873749 FC(F)C1(C2OC2(F)F)OC1(F)F
ep-873750 FC1OC1C1(C(F)(F)F)OC1(F)F
ep-873751 FC(F)C1(C2(F)OC2(F)F)OC1F
ep-873752 FC1OC1(F)C1(C(F)(F)F)OC1F
ep-873753 FC1OC1(C1OC1(F)F)C(F)(F)F
ep-873754 FC(F)(F)C1(C2(F)OC2(F)F)CO1
ep-873755 FC(F)(F)OC12OC1(C(F)(F)F)O2
ep-873756 FCOC1(F)C2(F)OC(F)(F)C12F
ep-873757 FC(F)OC1(F)C2C(F)(F)OC21F
ep-873758 FC(F)OC1C2(F)OC(F)(F)C12F
ep-873759 FC(F)(F)OC1C2C(F)(F)OC12F
ep-873760 FC(F)OC1(F)C2(F)OC(F)C12F
ep-873761 FC1OC2(F)C1C2(F)OC(F)(F)F
ep-873762 FC1OC2(F)C(OC(F)(F)F)C12F
ep-873763 FC(F)(F)OC1(F)C2(F)COC21F
ep-873764 FC(F)OC1(F)C2OC(F)(F)C21F
ep-873765 FC(F)(F)OC1(F)C2OC(F)(F)C21
ep-873766 FC(F)(F)OC1C2OC(F)(F)C12F
ep-873767 FC1OC2C(F)(OC(F)(F)F)C12F
ep-873768 FC(F)(F)OC12OC1(F)OC2(F)F
ep-873769 FC(F)(F)C(F)(F)OC12OC1(F)O2
ep-873770 FCC(F)(C(F)(F)F)C12OC1(F)O2
ep-873771 FC(F)C(F)(C(F)F)C12OC1(F)O2
ep-873772 FC(F)C(C(F)(F)F)C12OC1(F)O2
ep-873773 FC(F)C(F)(C(F)(F)F)C12OC1O2
ep-873774 FC(F)(F)C(C(F)(F)F)C12OC1O2
ep-873775 FCC12C(F)(F)OC1(F)OC2(F)F
ep-873776 FC(F)C12C(F)OC1(F)OC2(F)F
ep-873777 FC(F)(F)C12COC1(F)OC2(F)F
ep-873778 FC1OC2(F)OC(F)C12C(F)(F)F
ep-873779 FC(F)C12C(OC1(F)F)OC2(F)F
ep-873780 FC1OC2OC(F)(F)C12C(F)(F)F
ep-873781 FC1(F)OCC12C(F)(F)OC2(F)F
ep-873782 FC1OC(F)C12C(F)(F)OC2(F)F
ep-873783 FC1OC(F)(F)C12C(F)OC2(F)F
ep-873784 FC(=C1OC2(F)OC12F)C(F)(F)F
ep-873795 FC1=C2OC2=C(F)C1(F)C(F)(F)F
ep-873796 FCC12OC3(F)C(F)(F)C1(F)C32F
ep-873797 FC1C2(F)OC3(C(F)F)C1(F)C23F
ep-873798 FC(F)(F)C12OC3(F)CC1(F)C32F
ep-873799 FC(F)C12OC3(F)C(F)(F)C1C23F
ep-873800 FC1C2C3(F)C1(F)OC23C(F)(F)F
ep-873801 FC(F)C12OC3(F)C1C2(F)C3(F)F
ep-873802 FC1C2(F)OC3(C(F)(F)F)C2C13F
ep-873803 FC(F)(F)C12OC3(F)C1C2C3(F)F
ep-873804 FC(F)C12OC3C(F)(F)C1(F)C32F
ep-873805 FC1C2OC3(C(F)(F)F)C1(F)C23F
ep-873806 FC1(F)C2OC3(C(F)(F)F)C1C23F
ep-873807 FC(F)(F)C12OC3C1C2(F)C3(F)F
ep-873808 FC1(F)CC23OC1(F)C2(F)C3(F)F
ep-873809 FC1C(F)C23OC1(F)C2(F)C3(F)F
ep-873810 FC1(F)CC2(F)OC13C(F)(F)C23F
ep-873811 FC1C(F)(F)C2(F)OC13C(F)C32F
ep-873812 FC1C(F)(F)C23OC1(F)C2(F)C3F
ep-873813 FC1(F)C(F)(F)C23CC2(F)C1(F)O3
ep-873814 FC1C(F)(F)C2(F)OC13C2C3(F)F
ep-873815 FC1C2(F)OC3(C2C3(F)F)C1(F)F
ep-873816 FC1C2C3(F)OC12C(F)(F)C3(F)F
ep-873817 FC1C(F)(F)C2OC13C(F)(F)C23F
ep-873818 FC1C2OC3(C1(F)F)C(F)(F)C23F
ep-873819 FC1C2(F)C3OC12C(F)(F)C3(F)F
ep-873820 FC1(F)C2OC3(C2C3(F)F)C1(F)F
ep-873821 FC1=C(F)C23OC1(F)C2(F)C3(F)F
ep-873822 FCC12OC3(F)C(F)(C1(F)F)C32F
ep-873823 FC(F)C12OC3(F)C(C1(F)F)C32F
ep-873824 FC(F)C12OC3(F)C(F)(C1F)C23F
ep-873825 FC1C2C3(F)OC1(C(F)(F)F)C23F
ep-873826 FC(F)(F)C12CC3(F)C(F)(O1)C32F
ep-873827 FC(F)C12OC3(F)C1C3(F)C2(F)F
ep-873828 FC12OC3(C(F)(F)F)C1C2C3(F)F
ep-873829 FC1C2(F)C3C2(F)OC13C(F)(F)F
ep-873830 FC(F)C12OC3C(F)(C1(F)F)C32F
ep-873831 FC(F)(F)C12OC3C(C1(F)F)C32F
ep-873832 FC1C2(F)C3OC1(C(F)(F)F)C32F
ep-873833 FC(F)(F)C12OC3C1C3(F)C2(F)F
ep-873834 FC1(F)OC23OC1(F)C2(F)C3(F)F
ep-873835 FC(F)(F)C12OC3(F)C(F)(O1)C32F
ep-873836 FC12OC3(O1)C(F)(F)C2(F)C3(F)F
ep-873837 FC1(F)OC23OC2(F)C1(F)C3(F)F
ep-873838 FC1(F)CC23OC12C(F)(F)C3(F)F
ep-873839 FC1C(F)(F)C23OC12C(F)C3(F)F
ep-873840 FC1C(F)C23OC12C(F)(F)C3(F)F
ep-873841 FC1C(F)(F)C23OC12C(F)(F)C3F
ep-873842 FC12CC3(F)C(F)(O1)C3(F)C2(F)F
ep-873843 FC1C2(F)OC3(F)C1(F)C3(F)C2F
ep-873844 FC1C2C3(F)OC1(F)C(F)(F)C23F
ep-873845 FC1C2(F)OC3(F)C(C2(F)F)C13F
ep-873846 FC12OC3(F)C(F)(F)C1C2C3(F)F
ep-873847 FC1C2OC3(F)C1(F)C3(F)C2(F)F
ep-873848 FC1(F)C2OC3(F)C1C3(F)C2(F)F
ep-873849 FC1C2(F)OC3C1(F)C3(F)C2(F)F
ep-873850 FC1(F)C2C3OC1(F)C(F)(F)C32F
