ep-904920 FC(F)(F)OC(F)(C(F)(F)F)C(F)(F)F
ep-922070 FC1C(F)(F)OC2C(F)(F)C1(F)C2(F)F
ep-922071 FC1(F)C2OC(F)(F)C(F)(F)C1C2(F)F
ep-922072 FC(F)C1(F)C(F)(F)C2OC2(F)C1(F)F
ep-922073 FCC1(F)C(F)(F)C2(F)OC2(F)C1(F)F
ep-922074 FC1C2OC2(F)C(F)(F)C1(F)C(F)(F)F
ep-922075 FC(F)C1(F)C(F)C2(F)OC2(F)C1(F)F
ep-922076 FC(F)(F)C1(F)CC2(F)OC2(F)C1(F)F
ep-922077 FC(F)(F)C1C(F)(F)C2OC2(F)C1(F)F
ep-922078 FC(F)C1C(F)(F)C2(F)OC2(F)C1(F)F
ep-922079 FC1C(C(F)(F)F)C(F)(F)C2(F)OC12F
ep-922080 FC1C2(F)OC2C(F)(F)C1(F)C(F)(F)F
ep-922081 FC1C2(F)OC2(F)C(F)C1(F)C(F)(F)F
ep-922082 FC(F)(F)C1(F)C(F)(F)C2OC2C1(F)F
ep-922083 FC(F)(F)C1(F)C2(F)COC(F)(F)C21F
ep-922084 FC(F)C1(F)C2(F)C(F)OC(F)(F)C12F
ep-922085 FCC1(F)C2(F)C(F)(F)OC(F)(F)C12F
ep-922086 FC1OC(F)(F)C2(F)C1C2(F)C(F)(F)F
ep-922087 FC(F)C1(F)C2C(F)(F)OC(F)(F)C21F
ep-922088 FC1OC(F)(F)C2(F)C(C(F)(F)F)C12F
ep-922089 FC(F)C1C2(F)C(F)(F)OC(F)(F)C12F
ep-922090 FC(F)(F)C1C2C(F)(F)OC(F)(F)C12F
ep-922091 FC1OC(F)(F)C2C1(F)C2(F)C(F)(F)F
ep-922092 FC1(F)OC(F)(F)C2C1C2(F)C(F)(F)F
ep-922093 FC1OC(F)C2(F)C1(F)C2(F)C(F)(F)F
ep-922094 FC1(F)COC(F)(F)C2(F)C(F)(F)C12F
ep-922095 FC1OC(F)(F)C2(F)C(F)C2(F)C1(F)F
ep-922096 FC1(F)OC(F)(F)C2(F)CC2(F)C1(F)F
ep-922097 FC1OC(F)(F)C2(F)C(F)(F)C2(F)C1F
ep-922098 FC1C(F)(F)OC(F)(F)C2(F)C(F)C12F
ep-922099 FC1(F)CC2(F)C(F)(F)C2(F)C(F)(F)O1
ep-922100 FC1OC(F)(F)C2(F)C(C1(F)F)C2(F)F
ep-922101 FC1C2C(F)(F)C(F)(F)OC(F)(F)C12F
ep-922102 FC1C2C(F)(F)C2(F)C(F)(F)OC1(F)F
ep-922103 FC1OC(F)(F)C2C(F)(F)C2(F)C1(F)F
ep-922104 FC1C2C(F)(F)OC(F)(F)C(F)(F)C12F
ep-922105 FC1C(F)(F)OC(F)(F)C2C(F)(F)C12F
ep-922106 FC1(F)OC(F)(F)C(F)(F)C2C1C2(F)F
ep-922107 FC1OC(F)C2(F)C(F)(F)C2(F)C1(F)F
ep-922108 FC1OC(F)(F)C(F)(F)C2(F)C(F)C12F
ep-922109 FC1OC(F)(F)C(F)C2(F)C(F)(F)C12F
ep-922110 FC1OC(F)(F)C(F)(F)C2C(F)(F)C12F
ep-922111 FC1OC(F)(F)C(F)(F)C2(F)C1C2(F)F
ep-922112 FC1(F)OCC2(F)C(F)(F)C2(F)C1(F)F
ep-922113 FCC(F)(F)C1(F)C(F)(F)C2(F)OC21F
ep-922114 FC(F)C(F)(F)C1(F)C(F)C2(F)OC21F
ep-922115 FC(F)(F)C(F)(F)C1(F)CC2(F)OC21F
ep-922116 FC(F)C(F)C1(F)C(F)(F)C2(F)OC21F
ep-922117 FC(C(F)(F)F)C1(F)C(F)C2(F)OC21F
ep-922118 FC(F)(F)CC1(F)C(F)(F)C2(F)OC12F
ep-922119 FC(F)C(F)(F)C1C(F)(F)C2(F)OC12F
ep-922120 FC1C(C(F)(F)C(F)(F)F)C2(F)OC12F
ep-922121 FC(C1C(F)(F)C2(F)OC12F)C(F)(F)F
ep-922122 FC(F)C(F)(F)C1(F)C2OC2(F)C1(F)F
ep-922123 FC1C2(F)OC2C1(F)C(F)(F)C(F)(F)F
ep-922124 FC(C(F)(F)F)C1(F)C2OC2(F)C1(F)F
ep-922125 FC(F)(F)C(F)(F)C1C2OC2(F)C1(F)F
ep-922126 FC(F)C(F)(F)C1(F)C(F)(F)C2OC21F
ep-922127 FC1C2OC2(F)C1(F)C(F)(F)C(F)(F)F
ep-922128 FC(C(F)(F)F)C1(F)C(F)(F)C2OC21F
ep-922129 FC1(F)C2OC2(F)C1C(F)(F)C(F)(F)F
ep-922130 FC(F)(F)C(F)(F)C1(F)C2OC2C1(F)F
ep-922131 FCC1(F)OC2(F)C(F)(F)C1(F)C2(F)F
ep-922132 FC(F)C1(F)OC2(F)C(F)C1(F)C2(F)F
ep-922133 FC(F)(F)C1(F)OC2(F)CC1(F)C2(F)F
ep-922134 FC(F)C1OC2(F)C(F)(F)C1(F)C2(F)F
ep-922135 FC1C2(F)OC(C(F)(F)F)C1(F)C2(F)F
ep-922136 FC(F)C1(F)OC2(F)C(F)(F)C1C2(F)F
ep-922137 FC1C2C(F)(F)C1(F)OC2(F)C(F)(F)F
ep-922138 FC(F)(F)C1OC2(F)C(F)(F)C1C2(F)F
ep-922139 FC1C2(F)OC(F)(C(F)(F)F)C1(F)C2F
ep-922140 FC(F)C1(F)OC2C(F)(F)C1(F)C2(F)F
ep-922141 FC1C2OC(F)(C(F)(F)F)C1(F)C2(F)F
ep-922142 FC(F)(F)C1OC2C(F)(F)C1(F)C2(F)F
ep-922143 FC1(F)C2OC(F)(C(F)(F)F)C1C2(F)F
ep-922156 FC(F)(F)C1(F)C(F)(F)CC2(F)OC21F
ep-922157 FC1C(F)(F)C(F)(C(F)F)C2(F)OC12F
ep-922158 FCC1(F)C(F)(F)C(F)(F)C2(F)OC12F
ep-922159 FC1C(F)C(F)(C(F)(F)F)C2(F)OC12F
ep-922160 FC(F)C1(F)C(F)C(F)(F)C2(F)OC12F
ep-922161 FC(F)(F)C1(F)CC(F)(F)C2(F)OC12F
ep-922162 FC1C(F)(F)C(C(F)(F)F)C2(F)OC12F
ep-922163 FC(F)C1C(F)(F)C(F)(F)C2(F)OC12F
ep-922164 FC1C(C(F)(F)F)C2(F)OC2(F)C1(F)F
ep-922165 FC1C2(F)OC2C(F)(C(F)(F)F)C1(F)F
ep-922166 FC(F)C1(F)C2OC2(F)C(F)(F)C1(F)F
ep-922167 FC1C(F)(F)C2(F)OC2C1(F)C(F)(F)F
ep-922168 FC(F)(F)C1C2OC2(F)C(F)(F)C1(F)F
ep-922169 FC1C2OC2(F)C(F)(C(F)(F)F)C1(F)F
ep-922170 FC(F)C1(F)C2(F)OC2C(F)(F)C1(F)F
ep-922171 FC1C(F)(F)C2OC2(F)C1(F)C(F)(F)F
ep-922172 FC(F)(F)C1C2(F)OC2C(F)(F)C1(F)F
ep-922173 FC(F)(F)C1(F)C2OC2C(F)(F)C1(F)F
ep-922174 FC(F)(F)C1(F)C2(F)CC(F)(O2)C1(F)F
ep-922175 FC1C2(F)OC1(F)C(F)(C(F)F)C2(F)F
ep-922176 FCC1(F)C(F)(F)C2(F)OC1(F)C2(F)F
ep-922177 FC1C2OC1(F)C(F)(F)C2(F)C(F)(F)F
ep-922178 FC(F)C1(F)C2OC(F)(C2(F)F)C1(F)F
ep-922179 FC1C2(F)OC1(F)C(F)(F)C2C(F)(F)F
ep-922180 FC(F)C1C(F)(F)C2(F)OC1(F)C2(F)F
ep-922181 FC(F)(F)C1C2OC(F)(C2(F)F)C1(F)F
ep-922182 FC1C2(F)OC1(F)C(F)(C(F)(F)F)C2F
ep-922183 FC(F)C1(F)C(F)C2(F)OC1(F)C2(F)F
ep-922184 FC1C2(F)OC(C2(F)F)C1(F)C(F)(F)F
ep-922185 FC1C(C(F)(F)F)C2(F)OC1(F)C2(F)F
ep-922186 FC(F)(F)C1(F)CC2(F)OC1(F)C2(F)F
ep-922187 FC1C2OC1(F)C(F)(C(F)(F)F)C2(F)F
ep-922188 FC(F)C1(F)C(F)(F)C2OC1(F)C2(F)F
ep-922189 FC1(F)C2OC1C(F)(C(F)(F)F)C2(F)F
ep-922190 FC(F)(F)C1C(F)(F)C2OC1(F)C2(F)F
ep-922191 FC1C2OC(F)(C2(F)F)C1(F)C(F)(F)F
ep-922192 FC1(F)CC2(F)OC(F)(F)C1(F)C2(F)F
ep-922193 FC1C(F)(F)C2(F)C(F)OC1(F)C2(F)F
ep-922194 FC1(F)C(F)(F)C2(F)OCC1(F)C2(F)F
ep-922195 FC1C(F)C2(F)C(F)(F)OC1(F)C2(F)F
ep-922196 FC1OC2(F)C(F)(F)C(F)C1(F)C2(F)F
ep-922197 FC1(F)CC2(F)C(F)(F)OC1(F)C2(F)F
ep-922198 FC1C(F)(F)C2C(F)(F)OC1(F)C2(F)F
ep-922199 FC1OC2(F)C(F)(F)C1C(F)(F)C2(F)F
ep-922200 FC1C2C(F)(F)OC(F)(C1(F)F)C2(F)F
ep-922201 FC1C2(F)OC(F)(F)C(F)(C2F)C1(F)F
ep-922202 FC1OC2(F)C(F)C1(F)C(F)(F)C2(F)F
ep-922203 FC1C(F)(F)C2(F)OC(F)(F)C1(F)C2F
ep-922204 FC1C2C(F)(F)OC1(F)C(F)(F)C2(F)F
ep-922205 FC1(F)OC2(F)CC1(F)C(F)(F)C2(F)F
ep-922206 FC1C2OC(F)(F)C(F)(C1(F)F)C2(F)F
ep-922207 FC1OC2C(F)(F)C(F)(F)C1(F)C2(F)F
ep-922208 FC1C(F)(F)C2OC(F)(F)C1(F)C2(F)F
ep-922209 FC1(F)OC2C(F)(F)C1C(F)(F)C2(F)F
ep-922210 FC1C2OC(F)(F)C1(F)C(F)(F)C2(F)F
ep-922231 FCC1(F)C(F)(F)C1(F)C1(F)OC1(F)F
ep-922232 FC(F)C1(F)C(F)C1(F)C1(F)OC1(F)F
ep-922233 FC(F)(F)C1(F)CC1(F)C1(F)OC1(F)F
ep-922234 FC(F)C1C(F)(F)C1(F)C1(F)OC1(F)F
ep-922235 FC1C(C(F)(F)F)C1(F)C1(F)OC1(F)F
ep-922236 FC(F)C1(F)C(C2(F)OC2(F)F)C1(F)F
ep-922237 FC1C(C2(F)OC2(F)F)C1(F)C(F)(F)F
ep-922238 FC(F)(F)C1C(C2(F)OC2(F)F)C1(F)F
ep-922239 FC(F)C1(F)C(F)(F)C1(F)C1OC1(F)F
ep-922240 FC1C(F)(C2OC2(F)F)C1(F)C(F)(F)F
ep-922241 FC(F)(F)C1C(F)(F)C1(F)C1OC1(F)F
ep-922242 FC1(F)OC1C1C(F)(F)C1(F)C(F)(F)F
ep-922243 FC1OC1(F)C1(F)C(F)(F)C1(F)C(F)F
ep-922244 FC1OC1(F)C1(F)C(F)C1(F)C(F)(F)F
ep-922245 FC1OC1(F)C1(F)C(C(F)(F)F)C1(F)F
ep-922246 FC1OC1(F)C1C(F)(F)C1(F)C(F)(F)F
ep-922247 FC1OC1C1(F)C(F)(F)C1(F)C(F)(F)F
ep-922248 FC(F)(F)C1(F)C(F)(F)C1(F)C1(F)CO1
ep-922249 FCC12OC(F)(F)C(F)(F)C1(F)C2(F)F
ep-922250 FC(F)C12OC(F)(F)C(F)(F)C1(F)C2F
ep-922251 FC(F)(F)C12CC1(F)C(F)(F)C(F)(F)O2
ep-922252 FC(F)C12OC(F)(F)C(F)(F)C1C2(F)F
ep-922253 FC1C2C(F)(F)C(F)(F)OC12C(F)(F)F
ep-922254 FC1C(F)(F)OC2(C(F)F)C(F)(F)C12F
ep-922255 FC1C(F)(F)OC2(C(F)(F)F)C(F)C12F
ep-922256 FC1C2C(F)(F)C2(C(F)(F)F)OC1(F)F
ep-922257 FC1(F)CC2(F)C(F)(F)C2(C(F)(F)F)O1
ep-922258 FC1OC2(C(F)F)C(F)(F)C2(F)C1(F)F
ep-922259 FC1OC2(C(F)(F)F)C(F)C2(F)C1(F)F
ep-922260 FC1OC2(C(F)(F)F)C(C1(F)F)C2(F)F
ep-922261 FC1OC2(C(F)(F)F)C(F)(F)C2(F)C1F
ep-922262 FC(F)(F)C12OCC(F)(F)C1(F)C2(F)F
ep-922263 FCC1(F)C2(F)OC(F)(F)C(F)(F)C12F
ep-922264 FC(F)C1(F)C2OC(F)(F)C(F)(F)C21F
ep-922265 FC(F)C1C2(F)OC(F)(F)C(F)(F)C12F
ep-922266 FC(F)(F)C1C2OC(F)(F)C(F)(F)C21F
ep-922267 FC(F)C1(F)C2C(F)(F)C(F)(F)OC21F
ep-922268 FC(F)(F)C1(F)C2OC(F)(F)C(F)(F)C21
ep-922269 FC(F)(F)C1C2C1(F)OC(F)(F)C2(F)F
ep-922270 FC(F)C1(F)C2(F)OC(F)(F)C(F)C21F
ep-922271 FC1C(F)(F)OC2C1(F)C2(F)C(F)(F)F
ep-922272 FC1C(F)(F)OC2(F)C(C(F)(F)F)C12F
ep-922273 FC1C2C(F)(OC1(F)F)C2(F)C(F)(F)F
ep-922274 FC1(F)CC2(F)C(F)(O1)C2(F)C(F)(F)F
ep-922275 FC1OC2(F)C(F)(C(F)F)C2(F)C1(F)F
ep-922276 FC1OC2C(F)(C(F)(F)F)C2(F)C1(F)F
ep-922277 FC1OC2(F)C(C(F)(F)F)C2(F)C1(F)F
ep-922278 FC1OC2(F)C(C1(F)F)C2(F)C(F)(F)F
ep-922279 FC1OC2(F)C(F)(C1F)C2(F)C(F)(F)F
ep-922280 FC(F)(F)C1(F)C2(F)OCC(F)(F)C21F
ep-922292 FC1(F)CC(F)(F)C1(F)C1(F)OC1(F)F
ep-922293 FC1C(F)C(F)(C2(F)OC2(F)F)C1(F)F
ep-922294 FC1(F)CC(F)(C2(F)OC2(F)F)C1(F)F
ep-922295 FC1C(F)(F)C(F)C1(F)C1(F)OC1(F)F
ep-922296 FC1C(F)(F)C(C2(F)OC2(F)F)C1(F)F
ep-922297 FC1C(C2(F)OC2(F)F)C(F)(F)C1(F)F
ep-922298 FC1C(F)(F)C(F)(C2OC2(F)F)C1(F)F
ep-922299 FC1C(F)(F)C(F)(F)C1(F)C1OC1(F)F
ep-922300 FC1(F)OC1C1C(F)(F)C(F)(F)C1(F)F
ep-922301 FC1C(F)(F)C(F)(C2(F)OC2F)C1(F)F
ep-922302 FC1OC1(F)C1(F)C(F)C(F)(F)C1(F)F
ep-922303 FC1OC1(F)C1C(F)(F)C(F)(F)C1(F)F
ep-922304 FC1OC1C1(F)C(F)(F)C(F)(F)C1(F)F
ep-922305 FC1(C2(F)C(F)(F)C(F)(F)C2(F)F)CO1
ep-922306 FC1(F)CC2(F)OC(F)(F)C(F)(F)C12F
ep-922307 FC1C(F)C2(F)C1(F)OC(F)(F)C2(F)F
ep-922308 FC1(F)CC2(F)C(F)(F)C(F)(F)OC12F
ep-922309 FC1C2OC(F)(F)C(F)(F)C2(F)C1(F)F
ep-922310 FC1C(F)(F)C2OC(F)(F)C(F)(F)C12F
ep-922311 FC1C(F)(F)C2C1(F)OC(F)(F)C2(F)F
ep-922312 FC1C2C(F)(F)C(F)(F)OC2(F)C1(F)F
ep-922313 FC1(F)OC2C(C1(F)F)C(F)(F)C2(F)F
ep-922314 FC1C(F)(F)C2(F)C(F)C(F)(F)OC12F
ep-922315 FC1C(F)(F)OC2(F)C(F)(F)C(F)C12F
ep-922316 FC1C(F)(F)OC2C(F)(F)C(F)(F)C12F
ep-922317 FC1C2C(F)(F)C(F)(F)C2(F)OC1(F)F
ep-922318 FC1(F)CC2(F)C(F)(F)C(F)(F)C2(F)O1
ep-922319 FC1OC2(F)C(F)C(F)(F)C2(F)C1(F)F
ep-922320 FC1OC2(F)C(F)(F)C(F)C2(F)C1(F)F
ep-922321 FC1OC2C(F)(F)C(F)(F)C2(F)C1(F)F
ep-922322 FC1OC2(F)C(C1(F)F)C(F)(F)C2(F)F
ep-922323 FC1OC2(F)C(F)(F)C(F)(F)C2(F)C1F
ep-922324 FC1(F)COC2(F)C(F)(F)C(F)(F)C12F
ep-922329 FC(F)=C1OC2(F)C(F)(F)C1(F)C2(F)F
ep-922330 FC1=C(F)C(F)(C(F)(F)F)C2(F)OC12F
ep-922331 FC1=C(F)C2(C(F)(F)F)OC1(F)C2(F)F
ep-922332 FC1=C(F)C2(F)C(F)(F)OC1(F)C2(F)F
ep-922333 FC1=C2OC2(F)C(F)(F)C1(F)C(F)(F)F
ep-922334 FC(F)(F)C12OC1(F)OC(F)(F)C2(F)F
ep-922335 FC(F)(F)C12OC(F)(OC1(F)F)C2(F)F
ep-922336 FC(F)(F)OC1(F)OC2(F)C(F)(F)C12F
ep-922337 FC(F)(F)C1(F)OC2(F)OC(F)(F)C21F
ep-922338 FC1(F)OC2(F)OC(F)(C1(F)F)C2(F)F
ep-922339 FC1(F)OC(F)(F)C2(O1)C(F)(F)C2(F)F
ep-922340 FC1(F)OC1(F)OC1(F)C(F)(F)C1(F)F
ep-922341 FC1(F)OC(F)(F)C2(F)C(F)(F)C2(F)O1
ep-922342 FC(F)=C1OC2(F)C(F)(F)C12C(F)(F)F
ep-922343 FC(F)=C1OC2(F)C(F)(F)C(F)(F)C12F
ep-922344 FC(F)=C1OC2(F)C1(F)C2(F)C(F)(F)F
ep-922345 FC1=C2OC(F)(C2(F)F)C1(F)C(F)(F)F
ep-922346 FC(F)=C1OC2(F)C(F)(F)C2(F)C1(F)F
ep-922347 FC1=C(F)C2(C(F)(F)F)C(F)(F)C2(F)O1
ep-922348 FC(F)=C1C2(F)OC(F)(F)C12C(F)(F)F
ep-922349 FC(F)=C(F)C12C(F)(F)OC1(F)C2(F)F
ep-922350 FC(F)=C1C2(F)OC(F)(F)C1(F)C2(F)F
ep-922351 FC(F)=C1C2(F)C(F)(F)OC(F)(F)C12F
ep-922352 FC1=C2C(F)(F)C2(F)C(F)(F)OC1(F)F
ep-922353 FCC12OC1(F)C(F)(C(F)(F)F)C2(F)F
ep-922354 FC(F)C1(F)C(F)(F)C2(C(F)F)OC12F
ep-922355 FCC1(F)C(F)(F)C2(C(F)(F)F)OC12F
ep-922356 FC(F)C12OC1(F)C(C(F)(F)F)C2(F)F
ep-922357 FC(F)C1C(F)(F)C2(C(F)(F)F)OC12F
ep-922358 FC(F)C12OC1(F)C(F)(C(F)(F)F)C2F
ep-922359 FC(F)C1(F)C(F)C2(C(F)(F)F)OC12F
ep-922360 FC1C(C(F)(F)F)C2(F)OC12C(F)(F)F
ep-922361 FC(F)(F)C1(F)CC2(C(F)(F)F)OC12F
ep-922362 FC(F)C12OC1C(F)(C(F)(F)F)C2(F)F
ep-922363 FC(F)C1(F)C2OC2(C(F)(F)F)C1(F)F
ep-922364 FC(F)(F)C1C2OC2(C(F)(F)F)C1(F)F
ep-922365 FC1C(F)(C(F)(F)F)C2OC12C(F)(F)F
ep-922366 FCC1(C2(F)C(F)(F)C2(F)F)OC1(F)F
ep-922367 FC1C(F)(F)C1(F)C1(C(F)F)OC1(F)F
ep-922368 FC(F)(F)C1(C2(F)CC2(F)F)OC1(F)F
ep-922369 FC1C(F)C1(F)C1(C(F)(F)F)OC1(F)F
ep-922370 FC(F)C1(C2C(F)(F)C2(F)F)OC1(F)F
ep-922371 FC1C(C2(C(F)(F)F)OC2(F)F)C1(F)F
ep-922372 FC(F)C1(C2(F)C(F)(F)C2(F)F)OC1F
ep-922373 FC1C(F)(F)C1(F)C1(C(F)(F)F)OC1F
ep-922374 FC1OC1(C1C(F)(F)C1(F)F)C(F)(F)F
ep-922375 FC(F)(F)C1(C2(F)C(F)(F)C2(F)F)CO1
ep-922376 FC1=C(F)C2(OC2(F)F)C(F)(F)C1(F)F
ep-922377 FCC12OC(F)(F)C1(F)C(F)(F)C2(F)F
ep-922378 FC(F)C12OC(F)(F)C1(F)C(F)(F)C2F
ep-922379 FC(F)(F)C12CC(F)(F)C1(F)C(F)(F)O2
ep-922380 FC1C(F)(F)C2(C(F)F)OC(F)(F)C12F
ep-922381 FC1C(F)C2(C(F)(F)F)OC(F)(F)C12F
ep-922382 FC(F)(F)C12OC(F)(F)C1(F)CC2(F)F
ep-922383 FC(F)C12OC(F)(F)C1C(F)(F)C2(F)F
ep-922384 FC1C(F)(F)C2C(F)(F)OC12C(F)(F)F
ep-922385 FC1C2C(F)(F)OC2(C(F)(F)F)C1(F)F
ep-922386 FC1OC2(C(F)F)C(F)(F)C(F)(F)C12F
ep-922387 FC1OC2(C(F)(F)F)C(F)C(F)(F)C12F
ep-922388 FC1OC2(C(F)(F)F)C(F)(F)C(F)C12F
ep-922389 FC1OC2(C(F)(F)F)C1C(F)(F)C2(F)F
ep-922390 FC(F)(F)C12OCC1(F)C(F)(F)C2(F)F
ep-922391 FCC12OC(F)(F)C(F)(C1(F)F)C2(F)F
ep-922392 FC(F)C12OC(F)(F)C(F)(C1F)C2(F)F
ep-922393 FC(F)(F)C12CC(F)(C(F)(F)O1)C2(F)F
ep-922394 FC(F)C12OC(F)(F)C(C1(F)F)C2(F)F
ep-922395 FC1C2C(F)(F)OC1(C(F)(F)F)C2(F)F
ep-922396 FC1C2(F)C(F)C1(C(F)(F)F)OC2(F)F
ep-922397 FC1OC2(C(F)F)C(F)(F)C1(F)C2(F)F
ep-922398 FC1OC2(C(F)(F)F)C(F)C1(F)C2(F)F
ep-922399 FC1OC2(C(F)(F)F)C(F)(F)C1C2(F)F
ep-922400 FC(F)(F)C12OCC(F)(C1(F)F)C2(F)F
ep-922401 FCC12OC(F)(F)C1(F)C2(F)C(F)(F)F
ep-922402 FC(F)C1(F)C2(C(F)F)OC(F)(F)C12F
ep-922403 FCC1(F)C2(F)C(F)(F)OC12C(F)(F)F
ep-922404 FC(F)C12OC(F)(F)C1(F)C2C(F)(F)F
ep-922405 FC(F)C1C2(F)C(F)(F)OC12C(F)(F)F
ep-922406 FC(F)C12OC(F)(F)C1C2(F)C(F)(F)F
ep-922407 FC(F)C1(F)C2C(F)(F)OC21C(F)(F)F
ep-922408 FC(F)(F)C1C2C(F)(F)OC12C(F)(F)F
ep-922409 FC1OC2(C(F)F)C1(F)C2(F)C(F)(F)F
ep-922410 FC(F)C1(F)C2(F)C(F)OC12C(F)(F)F
ep-922411 FC1OC2(C(F)(F)F)C(C(F)(F)F)C12F
ep-922412 FC1OC2(C(F)(F)F)C1C2(F)C(F)(F)F
ep-922413 FC(F)(F)C1(F)C2(F)COC21C(F)(F)F
ep-922414 FCC1(F)OC2(F)C(F)(C(F)(F)F)C12F
ep-922415 FC(F)C1(F)OC2(F)C(F)(C(F)F)C12F
ep-922416 FCC1(F)C2(F)OC(F)(C(F)(F)F)C12F
ep-922417 FC(F)C1(F)OC2(F)C(C(F)(F)F)C12F
ep-922418 FC(F)C1C2(F)OC(F)(C(F)(F)F)C12F
ep-922419 FC(F)C1(F)OC2(F)C1C2(F)C(F)(F)F
ep-922420 FC(F)C1(F)C2C(F)(C(F)(F)F)OC21F
ep-922421 FC(F)(F)C1C2C1(F)OC2(F)C(F)(F)F
ep-922422 FC(F)C1(F)OC2C(F)(C(F)(F)F)C21F
ep-922423 FC(F)C1(F)C2OC(F)(C(F)(F)F)C21F
ep-922424 FC(F)(F)C1C2OC(F)(C(F)(F)F)C21F
ep-922425 FC(F)(F)C1(F)OC2C1C2(F)C(F)(F)F
ep-922426 FC(F)C1OC2(F)C1(F)C2(F)C(F)(F)F
ep-922427 FC(F)C1(F)C2(F)OC(C(F)(F)F)C21F
ep-922428 FC(F)(F)C1OC2(F)C(C(F)(F)F)C12F
ep-922429 FC(F)(F)C1OC2(F)C1C2(F)C(F)(F)F
ep-922430 FC(F)(F)C1OC2C1(F)C2(F)C(F)(F)F
ep-922431 FCC1(F)OC2(F)C(F)(F)C(F)(F)C12F
ep-922432 FC(F)C1(F)OC2(F)C(F)C(F)(F)C12F
ep-922433 FC(F)(F)C1(F)OC2(F)CC(F)(F)C21F
ep-922434 FC(F)C1(F)OC2(F)C(F)(F)C(F)C12F
ep-922435 FC1C(F)C2(F)C1(F)OC2(F)C(F)(F)F
ep-922436 FC(F)(F)C1(F)OC2(F)C(F)(F)CC12F
ep-922437 FC(F)C1(F)OC2(F)C1C(F)(F)C2(F)F
ep-922438 FC1C(F)(F)C2C1(F)OC2(F)C(F)(F)F
ep-922439 FC1C2C(F)(C(F)(F)F)OC2(F)C1(F)F
ep-922440 FC(F)C1(F)OC2C(F)(F)C(F)(F)C21F
ep-922441 FC1C2OC(F)(C(F)(F)F)C2(F)C1(F)F
ep-922442 FC1C(F)(F)C2OC(F)(C(F)(F)F)C12F
ep-922443 FC(F)(F)C1(F)OC2C1C(F)(F)C2(F)F
ep-922444 FC(F)C1OC2(F)C(F)(F)C(F)(F)C12F
ep-922445 FC1C(F)(F)C2(F)C(C(F)(F)F)OC12F
ep-922446 FC1C(F)(F)C2(F)OC(C(F)(F)F)C12F
ep-922447 FC(F)(F)C1OC2(F)C1C(F)(F)C2(F)F
ep-922448 FC(F)(F)C1OC2C(F)(F)C(F)(F)C12F
ep-922449 FC(F)(F)C(F)(F)C12CC1(F)OC2(F)F
ep-922450 FC(F)C(F)(F)C12C(F)C1(F)OC2(F)F
ep-922451 FCC(F)(F)C12C(F)(F)OC1(F)C2(F)F
ep-922452 FC(C(F)(F)F)C12C(F)C1(F)OC2(F)F
ep-922453 FC(F)C(F)C12C(F)(F)OC1(F)C2(F)F
ep-922454 FC(F)(F)CC12C(F)(F)OC1(F)C2(F)F
ep-922455 FC1OC2(F)C(F)C12C(F)(F)C(F)(F)F
ep-922456 FC(F)C(F)(F)C12C(F)OC1(F)C2(F)F
ep-922457 FC1OC2(F)C(F)(F)C12C(F)C(F)(F)F
ep-922458 FC(F)(F)C(F)(F)C12COC1(F)C2(F)F
ep-922459 FC1C2OC(F)(F)C12C(F)(F)C(F)(F)F
ep-922460 FC(F)C(F)(F)C12C(OC1(F)F)C2(F)F
ep-922461 FC(C(F)(F)F)C12C(OC1(F)F)C2(F)F
ep-922462 FC1OC2C(F)(F)C12C(F)(F)C(F)(F)F
ep-922463 FC1(F)CC2(F)OC(F)(F)C2(F)C1(F)F
ep-922464 FC1C(F)C2(F)OC(F)(F)C2(F)C1(F)F
ep-922465 FC1(F)CC(F)(F)C2(F)C(F)(F)OC12F
ep-922466 FC1C(F)(F)C(F)C2(F)C(F)(F)OC12F
ep-922467 FC1C(F)C2(F)C(F)(F)OC2(F)C1(F)F
ep-922468 FC1(F)CC2(F)C(F)(F)OC2(F)C1(F)F
ep-922469 FC1C2(F)OC(F)(F)C2C(F)(F)C1(F)F
ep-922470 FC1C(F)(F)C2C(F)(F)OC2(F)C1(F)F
ep-922471 FC1C2C(F)(F)OC2(F)C(F)(F)C1(F)F
ep-922472 FC1C(F)(F)C(F)(F)C2(F)C(F)OC12F
ep-922473 FC1C(F)(F)C2(F)OC(F)C2(F)C1(F)F
ep-922474 FC1OC2(F)C1(F)C(F)C(F)(F)C2(F)F
ep-922475 FC1OC2(F)C1C(F)(F)C(F)(F)C2(F)F
ep-922476 FC1(F)C(F)(F)C2(F)COC2(F)C1(F)F
ep-922477 FC1C2OC(F)(F)C2(F)C(F)(F)C1(F)F
ep-922478 FC1C(F)(F)C2OC(F)(F)C2(F)C1(F)F
ep-922479 FC1C(F)(F)C(F)(F)C2OC(F)(F)C12F
ep-922480 FC1(F)OC2C1C(F)(F)C(F)(F)C2(F)F
ep-922481 FC1OC2C(F)(F)C(F)(F)C(F)(F)C12F
ep-922482 FC1=C(F)C2(F)OC(F)(F)C2(F)C1(F)F
ep-922483 FC12CC(F)(O1)C(F)(F)C(F)(F)C2(F)F
ep-922484 FC1C2(F)OC(F)(C2F)C(F)(F)C1(F)F
ep-922485 FC1(F)CC2(F)OC(F)(C1(F)F)C2(F)F
ep-922486 FC1C(F)(F)C2(F)OC(F)(C2F)C1(F)F
